,Datetime,Text,retweets,likes
20,2020-07-20 14:47:51+00:00,"Quality Backpacks in stock 
Call/Whatsapp 0702279452 to order

Shop at: https://t.co/MnAqHp1FWX for more 
Find us at Sasa Mall, Ground  Floor, G26

We Deliver Countrywide

#StaySafe
#designerbags 
#fashion 
#mtumba @ Bags… https://t.co/wqqAq5lKMX",0,0
21,2020-07-20 14:30:27+00:00,"@omolo_paul After We're done with Ruto Corruption cases in 2027, the then President will Oversee the Prosecution of this Four, I'll stay safe to witness this.....so Help me God",0,0
22,2020-07-20 13:14:11+00:00,"Take a break and enjoy a good read at  https://t.co/aLdkiFbss3  . You can also submit an article for it to be featured in our next issue!
Stay safe!
#gohubmagazine
#galanaoil https://t.co/mfzNrF8K9v",1,3
23,2020-07-20 11:55:07+00:00,"Need a haircut? 💇🏾‍♂️💇🏼‍♀️💇🏿‍♂️💇🏽‍♀️💇🏻‍♂️💇🏿‍♀️💇🏾‍♂️💇🏾‍♀️ The Urban Shave Executive Barbershop got you! Call for an appointment, 1st Floor!

Opening times: 
Mon-Sun 9am to 7:30pm

Contact: 0796 841 089
#Southfieldmall #Theurbanshave #StaySafe https://t.co/dtjf2EkrSk",0,0
24,2020-07-20 09:29:21+00:00,"Kickstart your week by ordering  one of these amazing Kwa Estate Delivery products  and the best part is... We offer free delivery within city limits...

#StaySafe #feedingthenation #mondayvibes https://t.co/6qyvPRXlpM",5,15
25,2020-07-20 08:44:47+00:00,"Buy a new car in Kenya at a cheap price
#Car4Sale #NewCar #StaySafe https://t.co/czHbFnPPBc",0,0
26,2020-07-20 08:14:03+00:00,"*_Every day👇🏽_* 
 *_▫️Be more kind to yourself._* 
 *_▫️ Find joy in the process._* 
 *_▫️Be gentle with your progress._* 

 _Have a lovely day. Stay safe._",1,7
27,2020-07-20 06:27:06+00:00,"It was easy to talk about #COVID19 around the 🌍 in 🇺🇸 🇬🇧 🇮🇹 🇪🇸 🇨🇳 🇧🇷 well it’s now here in Kenya 🇰🇪 

Now reality is hitting closer real home hard 

Because it’s People we know,

Stay safe 
observe hand hygiene 
😷 
👥↔️👤

#KomeshaCorona follow @MOH_Kenya &amp; @WHOKenya protocols.",9,17
28,2020-07-19 14:25:02+00:00,9 new deaths. Y’all stay safe,0,0
29,2020-07-19 14:16:34+00:00,"@Stevkingz1 @_OGUTA_ Thank you for your contribution to the thread. 
Stay safe
Wear a mask
And wash your hands.",0,2
30,2020-07-19 11:52:54+00:00,"It’s a beautiful day💛 #oufit 💅 @DesignaWEN 💛 #furnishedapartments 🏡 designawenfurnishedapartments 🏡 #blessedSunday 🙏💛Stay safe @ Kileleshwa, Nairobi Area, Kenya https://t.co/5KY42VQI74",0,0
31,2020-07-19 09:34:22+00:00,"If you're part of the Brunch obsessed club, Farmer's Choice's got you...

With our bacon, smokies, sausages, sandwich ham and prime shoulder ribs... you can achieve the ultimate brunch combo...

#StaySafe #feedingthenation #sundayvibes #brunch #ribs #bacon #sausages #ham https://t.co/I03mzCHbbM",4,8
32,2020-07-19 02:54:31+00:00,#COVID19 #staysafe #wearamask #livelifelovelife https://t.co/CUNkP49Wpm,4,19
33,2020-07-18 22:39:29+00:00,"@RadioCitizenFM @AQtee @Deejayrambo1 @GeorginaNjogu Ni Kingman kutoka kangemi, nagotea mbogi yote ya country bus machakos wenye wa napanga Gari na wenye wanapangwa, sitasahau mdenge wa mine mahali ako, namusho a stay safe na a keep distance",0,0
34,2020-07-18 20:05:15+00:00,"As if the Covid situation is not enough, 😭😹😹😹#relationships #TwentyTwenty #shootyourshot #staysafe https://t.co/IC5l597MT0",0,2
35,2020-07-18 20:04:50+00:00,Stay safe out there guys.  This nightmare is real https://t.co/Qx8tjUfbEM,1,0
36,2020-07-18 18:56:17+00:00,"According to WHO,#COVID19 can be spread by people who do not have symptoms and do not know that they are infected. That’s why it’s important for everyone to wear  face mask in public settings and practice social distancing.
#EpukaCorona
#COVID19KE
#staysafe
#bhespcares https://t.co/5F9eSod1Uq",1,1
37,2020-07-18 18:02:45+00:00,@dakTari_haTari Stay safe bro😅😭😭😭,0,1
38,2020-07-18 16:41:57+00:00,We had fun as we were walking 🚶 in city park #baloziwaamaniinitiative #balozi #rukasrhrnetwork #ruka #rauka #stayhome #stayhealthy #staysafe #chapatiforum #GoodDeedsDay gooddeedsday kaynan_rabino macodede1 sadiafred… https://t.co/3iIKQEl19G,0,0
39,2020-07-18 13:15:39+00:00,Wear your mask. Wash hands/ Sanitise. Practise Social Distancing. #StaySafe https://t.co/L9cSlFRjdg,0,1
40,2020-07-18 11:25:01+00:00,688 test positive for #COVID19 out of sample size of less than 5k. Nikubaya #StaySafe,0,0
41,2020-07-18 09:21:08+00:00,We are fumigating Huduma Centres in readiness for reopening  to serve you . Stay safe #komeshacorona https://t.co/qcP5AD2fFO,3,10
42,2020-07-18 08:33:32+00:00,"We're open from noon till 7pm ❤
Dine in with social distancing seating spread out. #staysafe 

#beverage 🍸 #entertainment 🎼 #dining 🍽️ #lovefood 🍕 #lovecocktails 🍹🍸🍷#lovewhisky 🥃 #lovewine 🍷#bestdrinks🍹 #bestbar🍾 #BestRestaurant 🍔 
#GreatFoodAndDrinks

@TapasCielo https://t.co/6plHGlFGRW",3,2
43,2020-07-18 07:22:57+00:00,"Shawty broke up with her mans and finished by saying 

""...sanitize, stay safe.""

😂😂 i kent",4,11
44,2020-07-18 06:25:19+00:00,"Be nice to people.

Sometimes it will be unappreciated, unreciprocated, or ignored, but spread the love anyway.

Stay Safe and Happy Weekend. 

( I miss home 🏡 ) https://t.co/PBwjvpMn2S",0,45
45,2020-07-17 19:05:47+00:00,"‼️‼️‼️New Mix Alert... RECALL DANCEHALL CRUISE 1 ..Listen Download and Share ..Link on my bio....
Cc @Moh_Spice_Ent 
#lesstalkmoremuzik🔥🔥🔥🔥 
#staysafe @ Kiambu https://t.co/BFU235FML4",0,1
46,2020-07-17 18:06:52+00:00,"‼️‼️‼️New Mix Alert...  RECALL DANCEHALL CRUISE 1 ..Listen Download and Share ..Link on my bio....
Cc @Moh_Spice_Ent 
#lesstalkmoremuzik🔥🔥🔥🔥 
#staysafe @ Kiambu https://t.co/IGhUGYOiNJ",0,0
47,2020-07-17 16:06:41+00:00,"@Duncan_602 Stay safe bro, lightening strikes people like you.",0,0
48,2020-07-17 14:47:57+00:00,"God First

kingmadni_    aki si nakuhurumia Vile ntakua nakuchafua na ma looku  you better up your Game 😂😂

#print #play 
#tailoredsuit 
#african 
#staysafe 
#wearmask 

D.001
PbjDesigns 
👑 @ Nairobi https://t.co/TicOQmb9UT",0,0
49,2020-07-17 14:30:43+00:00,For all who thought covid19 pandemic could not derail a country- Asl yourself where will the pregnant women dm give birth now ... #StaySafe https://t.co/ldlOvyXGwX,0,0
50,2020-07-17 13:34:06+00:00,"Dial a delivery directly from Nyama Mama is in full effect! You can now get all of Mamas wholesome favs delivered right to your doorstep by calling us on 0704 567567!! And guess what? There is FREE delivery for orders above 1500KSH!! 
.
.
.
#nyamamamake #delivery #staysafe https://t.co/1CUSwSUL2U",2,5
51,2020-07-17 09:11:00+00:00,"Weekend is here,how about The Pork Pit family platter to bring the vibe on?😋😋for only sh 2800 get more than what you asked for.
Where else would you get such a  family, friendly deal?
Dial a delivery via
0706110000

#familyplatter
#weekendmanenos 
#theporkpitruaka 
#staysafe https://t.co/pqcmcXszbw",1,2
52,2020-07-17 07:51:42+00:00,How are we supposed to #StaySafe and overcome #COVID19 and you’re giving us food poisoning https://t.co/4pDiPh0d87,0,0
53,2020-07-17 07:33:47+00:00,"We're open from noon till 7pm ❤

Dine in with social distancing seating spread out. #staysafe 

#beverage 🍸 #entertainment 🎼 #dining 🍽️ #lovefood 🍕 #lovecocktails 🍹🍸🍷#lovewhisky 🥃 #lovewine 🍷#bestdrinks🍹 #bestbar🍾 #BestRestaurant 🍔 
#GreatFoodAndDrinks

@TapasCielo https://t.co/XNOYKn5aVf",2,1
54,2020-07-17 07:27:17+00:00,"No, this be how they get you guys. Don't fall for it. Issa trap. 

Stay safe
Wear masks https://t.co/xK7jWp2YEz",2,11
55,2020-07-17 06:29:54+00:00,Another day to stay safe and protect your loved one's. https://t.co/YKCBrSG6WW,1,0
56,2020-07-17 05:58:38+00:00,"You heard him, Corona haibagui!! Stay Safe. #KameneAndJalas https://t.co/H4N4E4YyHc",0,3
57,2020-07-16 21:08:27+00:00,"100... true wear your mask everywhere... please stay safe and stay health always. I know life is tough right now for everybody. Please take care, and let’s take care of each other. https://t.co/lrDQwZ59V8",0,3
58,2020-07-16 19:53:37+00:00,I love my job... #wigmaker #Wigologist #Weaveologist #rapunzelhairaffair #porshhair #StaySafe #sanitize #Washyourhands @ Rapunzel Hair Affair https://t.co/YXkAKEC7LR,0,1
59,2020-07-16 19:50:45+00:00,Loving the outcome. #porshhair #rapunzelhairaffair #wigmaker #weaveologist #Wigolosit #StaySafe #Sanitize #washyourhands @ Rapunzel Hair Affair https://t.co/wLS7RkkQqW,0,0
60,2020-07-16 19:49:05+00:00,"It's been a minute since I posted something. Working on a client's order. #porshhair #rapunzelhairaffair
#wigmaker #Wigologist #weaveologist #StaySafe #sanitize #washyourhands @ Rapunzel Hair Affair https://t.co/oP5lbGzRVq",0,0
61,2020-07-16 18:55:07+00:00,".. someone translate for me ..

#tbt
#thursday
#staysafe
#stayindoors
#addiilla
#gorfund
#kenya
#GMAF
#nairobi
#gormahiafc @ Nairobi, Kenya https://t.co/hFrN3pytCT",0,0
62,2020-07-16 12:05:59+00:00,"That moment a friend calls you crying and panicky because they’ve tested positive for this thing.

I thank God for being born first and being able to handle worse. 

I’ve calmed her down,advised kidogo and she even managed a laugh. 

Thing is, this thing is real. Stay safe y’all.",0,22
63,2020-07-16 10:10:17+00:00,"#happygirl 🤸‍♀️💛 MissTopa💛👑 #outfit #kimono 💅 @DesignaWEN 💛 #furnishedapartments 🏡 designawenfurnishedapartments 🏡 #staysafe #blessedthursday 🙏💛 @ Kileleshwa, Nairobi Area, Kenya https://t.co/2VQJdgjHTM",0,0
64,2020-07-16 09:59:00+00:00,".. my country 🇰🇪😅 ..

#tbt
#thursday
#staysafe
#stayindoors
#addiilla
#gorfund
#kenya
#GMAF
#nairobi
#gormahiafc @ Nairobi, Kenya https://t.co/DLBWvT1D0N",0,0
65,2020-07-16 09:58:00+00:00,"Only you can guarantee the safety of your: neighbors, family members, collegues, friends and your fellow citizens. #StaySafe #WashYourHands and maintain the @WHO recommended social distancing. #COVID19 #Kenya #twitterhacked #Bitcoin #KatrinaKaif #listy #instagramdown #earthquake https://t.co/lewWVnVyug",0,1
66,2020-07-16 09:46:00+00:00,"Dear customers, we are following safety precautions to keep you safe, please comply with our security staff at the pedestrian and car search. We take our job of keeping you and our staff safe very seriously!💛

Stay Safe Everyone💛💛💛💛 #Southfieldmall #StaySafe #BeSafe https://t.co/btv31flQS6",1,1
67,2020-07-16 08:10:42+00:00,"We're open from noon till 7pm ❤

Dine in with social distancing seating spread out. #staysafe 

#beverage 🍸 #entertainment 🎼 #dining 🍽️ #lovefood 🍕 #lovecocktails 🍹🍸🍷#lovewhisky 🥃 #lovewine 🍷#bestdrinks🍹 #bestbar🍾 #BestRestaurant 🍔 
#GreatFoodAndDrinks https://t.co/eGMr0JFRvn",2,1
68,2020-07-16 07:50:13+00:00,"Most battles are won, or lost in our minds. Be mindful of what you think about. What you think, you attract 💪🏽

I’m rooting for you to excel 💯

Don’t let your guard down yet, stay safe.

Drip 💧 

#coolkidscaptain #duncanmurunyu #firebrand #actor #grey #jacket",1,0
69,2020-07-16 07:03:56+00:00,"Did you know that Beef Fillet is a great source of Protein and Iron....
Get your Farmer's Choice Beef Fillet at sh 1030/- per Kg...

#StaySafe #feedingthenation #beeffillet https://t.co/plJMeos6um",1,3
70,2020-07-16 05:15:45+00:00,@wambui_jojo Stay safe... Keep cool 😎 and calm.,0,1
71,2020-07-16 02:49:52+00:00,"🔸REMEMBER: There’s always a way!!! If you want something bad enough you have to do everything you can to achieve it.  Just consider, even if it means making sacrifices for a few years🙂
Have a great day ahead!
#staysafe #socialmedia #digitalmarketing #contentmarketing  #Zuriel https://t.co/u9xWbYJcJe",0,1
72,2020-07-15 15:52:42+00:00,"@LIS_NAIROBI
Apply Now
https://t.co/0BXoD1OLM3

@lisalumni
@lismombasa
@lightalumni
#kcpe
#results
#cambridge
#secondaryschool
#applynow
#opportunity
#school
#2020
#2021
#admissions 
#year 
#stayathome
#staysafe
#stayhomestaysafe
#Accesstosuccess
#LightGroupOfSchools https://t.co/BMa8LoQoAR",0,2
73,2020-07-15 15:41:00+00:00,"God First 

The FUTURE looks colourful ✌..we are going to win this ✊

#tailoredsuit
#staysafe 
#wearmask 

D.001
PbjDesigns 
👑 @ Lower Kabete, Central, Kenya https://t.co/aH26ztMAKp",0,1
74,2020-07-15 12:48:43+00:00,😂😂😂😷🙏🏼 #staysafe #WearADamnMask https://t.co/qON0bh2EWi,0,2
75,2020-07-15 11:21:19+00:00,"Take socially distanced photos at @Colourlinkkenya 
⭐️This photo was taken before the pandemic by @Colourlinkkenya ⭐️ Please call for bookings!
Opening times: 
Mon-Sun 9am to 7pm 
Contact: 0799612851 #southfieldmall #colourlink #StaySafe #SocialDistance https://t.co/p9DKeHaFDY",0,0
76,2020-07-15 10:52:01+00:00,"Let's promote reading. Stay safe grab a book.  
 @bomacollege library.

#libraryselfie2020 @libraryaidafric https://t.co/P7V9U7M2G3",2,9
77,2020-07-15 05:18:54+00:00,"We're open from noon till 7pm ❤

Dine in with social distancing seating spread out. #staysafe 

#beverage 🍸 #entertainment 🎼 #dining 🍽️ #lovefood 🍕 #lovecocktails 🍹🍸🍷#lovewhisky 🥃 #lovewine 🍷#bestdrinks🍹 #bestbar🍾 #BestRestaurant 🍔 https://t.co/fxsVHWyqop",6,4
78,2020-07-15 04:15:42+00:00,My boss #johnte       #kenyanventriloquist #ventriloquist #ventriloquism #comedy #ventriloquistdummy #TogetherAtHome #staysafe #stayhome #coronavirus @ Kenya Cultural Centre incorporating Kenya National Theatre -KNT https://t.co/KZYuhVGQUn,0,0
79,2020-07-14 19:46:01+00:00,"New sex toys available 
@delightspaceke
#DelightSpaceKenya
#SexToysKenya #SexToys #AdultToys #StayAtHome  #Vibrators #StaySafe #Quarantine #Curfew #Massage #ClitorisVibrator #Dildo #Masturbation #Orgasms https://t.co/glFU8wOBma",0,0
80,2020-07-14 18:39:49+00:00,#Staysafe https://t.co/3DcaILVXlx,0,0
81,2020-07-14 11:30:58+00:00,"To all the bacon lovers... We have amazing offers on Streaky and Back bacon... Offer available in our Kahawa West shop and valid till Saturday 18th July....
#feedingthenation #StaySafe #bacon https://t.co/5Nx9eFNPR0",7,10
82,2020-07-14 10:02:55+00:00,"Great quality branded Tapas Cielo masks available washable.

#staysafe #wecanbeatthis 

We're open from noon till 7pm ❤

Dine in available through social distancing seating spread out.

#beverage 🍸 #entertainment 🎼 #dining 🍽️ #lovefood 🍕 #lovecocktails 🍹🍸🍷 https://t.co/wwTXcJNU2q",1,0
83,2020-07-14 09:47:58+00:00,"The world is changed by your example. Not by your opinion... You can observe social distancing and still enjoy the simple things in life #Inka #LakeFront #HomeAwayFromHome #StaySafe @ Lake Elementaita, Kenya https://t.co/kW7svJtOGM",0,0
84,2020-07-14 09:42:15+00:00,"We are all lying around and waiting till we can travel the world again! Stop by Magnum Forex Bureau when it’s safe to travel again for all your money exchange needs!

Opening times: 
Mon-Sun 9am to 7pm

Contact: 0795 117 392 #southfieldmall #magnumforexbureau #StaySafe https://t.co/2LLcz6ia5F",0,0
85,2020-07-14 09:38:24+00:00,Hii Corona imekita mizizi hapa Nairobi. Treat everyone as a carrier. Stay safe. https://t.co/rCmzSuwK88,0,0
86,2020-07-14 08:59:04+00:00,"We're open from noon till 7pm ❤

Dine in available with social distancing seating spread out.

#staysafe #wecanbeatthis 👍🏻

#beverage 🍸 #entertainment 🎼 #dining 🍽️ #lovefood 🍕 #lovecocktails 🍹🍸🍷#lovewhisky 🥃 #lovewine 🍷#bestdrinks🍹 #bestbar🍾 #BestRestaurant 🍔 https://t.co/NLe02stKlH",1,1
87,2020-07-14 07:32:59+00:00,"Don’t let your guard down yet. Stay safe.
Wash/Sanitize your hands
Keep your mask on

#mentalhealth #quotes #duncanMurunyu #firebrand #rebrand #coolkidscaptain",0,0
88,2020-07-14 06:23:58+00:00,Good morning fam❤️ Acha niingie nikatafte pia .Blessed day Stay safe 💯,21,133
89,2020-07-14 05:40:19+00:00,"Happy birthday docktari @ogega_vincent
You’re an amazing soul. Stay safe and be blessed.",1,2
90,2020-07-13 16:09:14+00:00,"Despite covid-19, miracles are still happening. To God be the glory. #StaySafe https://t.co/5YYgSEv2wr",0,3
91,2020-07-13 12:32:22+00:00,"@PharmaShopke is open, if you need to find out about any particular medicine or health care products call them for more information!

Online Shop: https://t.co/7w2VYA2MTM

Opening times: 
Mon-Sun 8am to 7pm

Contact: 0741801800 / 0724236669 #Southfieldmall #StaySafe #shoponline https://t.co/224JNPqq2r",0,0
92,2020-07-13 12:09:30+00:00,"Dine in with social distancing seating spread out #staysafe #wecanbeatthis 

#beverage 🍸 #entertainment 🎼 #dining 🍽️ #lovefood 🍕 #lovecocktails 🍹🍸🍷#lovewhisky 🥃 #lovewine 🍷#bestdrinks🍹 #bestbar🍾 #BestRestaurant 🍔 
#GreatFoodAndDrinks

@TapasCielo https://t.co/6ESDFw6HHQ",0,1
93,2020-07-13 11:22:38+00:00,"""Are you and your smokies in an entanglement or are you in a healthy relationship 😉""

If you know, you know...

Get your 1kg smokies at sh 300/- only ...

Place your order by Tuesday 2pm and get it delivered to you on Wednesday
#StaySafe #feedingthenation #smokies #entanglement https://t.co/9b7oYXy3nM",2,1
94,2020-07-13 09:19:51+00:00,"We're open from noon till 7pm ❤

Dine in with social distancing seating spread out. #staysafe 

#beverage 🍸 #entertainment 🎼 #dining 🍽️ #lovefood 🍕 #lovecocktails 🍹🍸🍷#lovewhisky 🥃 #lovewine 🍷#bestdrinks🍹 #bestbar🍾 #BestRestaurant 🍔 
#GreatFoodAndDrinks https://t.co/T0bLvzhosF",2,1
95,2020-07-13 08:17:54+00:00,"I am your Man Crush Monday today and every other Monday 😂 #MCM 
Happy Monday happy New week,stay safe stay winning keep good people around you Happy 

Inframe: Vicmass Luodollar 
Location: Karel Tlounge 
CALL POLICE by Vicmass Luodollar out now LINK on my Bio 🚓🚔
#KarelTlounge https://t.co/MtXQqPYGIo",0,0
96,2020-07-13 08:17:36+00:00,"I am your Man Crush Monday today and every other Monday 😂 #MCM 
Happy Monday happy New week,stay safe stay winning keep good people around you Happy 

Inframe: Vicmass Luodollar 
Location: Karel Tlounge 
CALL POLICE by Vicmass Luodollar out now LINK on my Bio 🚓🚔
#KarelTlounge https://t.co/u0OTZYMAe2",0,2
97,2020-07-13 08:17:28+00:00,"I am your Man Crush Monday today and every other Monday 😂 #MCM 
Happy Monday happy New week,stay safe stay winning keep good people around you Happy 

Inframe: Vicmass Luodollar 
Location: Karel Tlounge 
CALL POLICE by Vicmass Luodollar out now LINK on my Bio 🚓🚔
#KarelTlounge https://t.co/opGmlUnhgJ",0,0
98,2020-07-13 08:17:27+00:00,"I am your Man Crush Monday today and every other Monday 😂 #MCM 
Happy Monday happy New week,stay safe stay winning keep good people around you Happy 

Inframe: Vicmass Luodollar 
Location: Karel Tlounge 
CALL POLICE by Vicmass Luodollar out now LINK on my Bio 🚓🚔
#KarelTlounge https://t.co/kSC6VCH88Y",0,0
99,2020-07-13 08:17:08+00:00,"I am your Man Crush Monday today and every other Monday 😂 #MCM 
Happy Monday happy New week,stay safe stay winning keep good people around you Happy 

Inframe: Vicmass Luodollar 
Location: Karel Tlounge 
CALL POLICE by Vicmass Luodollar out now LINK on my Bio 🚓🚔
#KarelTlounge https://t.co/LxQp6rIgjB",0,0
100,2020-07-13 08:17:06+00:00,"I am your Man Crush Monday today and every other Monday 😂 #MCM 
Happy Monday happy New week,stay safe stay winning keep good people around you Happy 

Inframe: Vicmass Luodollar 
Location: Karel Tlounge 
CALL POLICE by Vicmass Luodollar out now LINK on my Bio 🚓🚔
#KarelTlounge https://t.co/RyEL0lioYe",0,0
101,2020-07-13 08:16:58+00:00,"I am your Man Crush Monday today and every other Monday 😂 #MCM 
Happy Monday happy New week,stay safe stay winning keep good people around you Happy 

Inframe: Vicmass Luodollar 
Location: Karel Tlounge 
CALL POLICE by Vicmass Luodollar out now LINK on my Bio 🚓🚔
#KarelTlounge https://t.co/UaVE1nJlxb",0,0
102,2020-07-13 08:16:36+00:00,"I am your Man Crush Monday today and every other Monday 😂 #MCM 
Happy Monday happy New week,stay safe stay winning keep good people around you Happy 

Inframe: Vicmass Luodollar 
Location: Karel Tlounge 
CALL POLICE by Vicmass Luodollar out now LINK on my Bio 🚓🚔
#KarelTlounge https://t.co/QkIcI1ljSP",0,0
103,2020-07-13 08:16:16+00:00,"I am your Man Crush Monday today and every other Monday 😂 #MCM 
Happy Monday happy New week,stay safe stay winning keep good people around you Happy 

Inframe: Vicmass Luodollar 
Location: Karel Tlounge 
CALL POLICE by Vicmass Luodollar out now LINK on my Bio 🚓🚔
#KarelTlounge https://t.co/uphC9KEnNc",0,0
104,2020-07-13 08:15:02+00:00,"I am your Man Crush Monday today and every other Monday 😂 #MCM 
Happy Monday happy New week,stay safe stay winning keep good people around you Happy 

Inframe: Vicmass Luodollar 
Location: Karel Tlounge 

 CALL POLICE by Vicmass Luodollar out now LINK on my Bio 🚓🚔🚓🚔🚓🚔 https://t.co/FYc8sIAMLM",0,0
105,2020-07-13 06:28:51+00:00,"Time for change is now !!!
 Once you are labeled the best you want to stay up there, and you can’t do it by loafing around. If I don’t keep changing, I’m history.

– Larry Bird

#inventyourfuture #karibuzetech #TMTT #themightytitantribe #staysafe https://t.co/ilxwFAEHYt",2,7
106,2020-07-13 05:38:44+00:00,"Because we are 'kuku' about Mondays and treating you up!😋 Rejuvenate your self with some delicious, full-flavoured chicken delicacies from our menu.
Order these and we will deliver to you.
0706110000
#chickenwetfry 
#chickenroast
#chickenkochokocho 
#theporkpitruaka
#staysafe https://t.co/83OyNCv7T1",1,3
107,2020-07-12 20:44:00+00:00,"Huruma police station.. 
Corona is Real. 
Stay Safe. https://t.co/054RiInGOr",2,2
108,2020-07-12 17:25:03+00:00,Just a reminder. COVID-19 is real and dangerous. Stay safe. Wear a mask and wash your hands.,7,23
109,2020-07-12 16:56:53+00:00,"Stay safe guys , mask on 😷😷😷 Covid is real https://t.co/vX44A3cBoj",0,2
110,2020-07-12 15:54:41+00:00,"I guess we will never know what’s killed these people except for them passing and being treated as having passed from Covid! 

Stay safe though. Mask Up all the time. https://t.co/3koOoRxMXw",2,6
111,2020-07-12 13:27:40+00:00,#johnte &amp; Dennomusic met #kenyanventriloquist #ventriloquist #ventriloquism #TogetherAtHome #TalantaMtaani #stayhome #staysafe #comedy #coronavirus @ Kenya National Theatre https://t.co/xxG28IANUq,0,1
112,2020-07-12 13:22:26+00:00,"As we get ready for the new week, take care of your health. It is expensive just to take a Covid test. If you display the symptoms, as I was last week, doctors will send you for one. You will spend between Sh5K and Sh15K whether in private or public hospital.
Stay safe!",97,301
